"ViolationID","BuildingID","RegistrationID","BoroID","Borough","HouseNumber","LowHouseNumber","HighHouseNumber","StreetName","StreetCode","Postcode","Apartment","Story","Block","Lot","Class","InspectionDate","ApprovedDate","OriginalCertifyByDate","OriginalCorrectByDate","NewCertifyByDate","NewCorrectByDate","CertifiedDate","OrderNumber","NOVID","NOVDescription","NOVIssuedDate","CurrentStatusID","CurrentStatus","CurrentStatusDate","NovType","ViolationStatus","RentImpairing","Latitude","Longitude","CommunityBoard","CouncilDistrict","CensusTract","BIN","BBL","NTA"
"19031136","419429","400116","4","QUEENS","34-12","34-12","34-20","32 STREET","8240","11106",,"0","608","34","C","06/25/2026","06/25/2026","07/27/2026","07/22/2026",,,,"568","10552827","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES AT PUBLIC HALL STAIRS","06/26/2026","2","NOV SENT OUT","06/26/2026","Original","Open","N","40.758936","-73.926757","1","22","57","4008166","4006080034","Astoria (Central)"
"18961196","421850","401097","4","QUEENS","35-01","35-01","35-15","34 STREET","8540","11106","C42","4","638","19","C","05/14/2026","05/24/2026","06/24/2026","06/19/2026",,,,"616","10503859","§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) DOOR FRAME FROM NORTH AT EAST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT C42, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH","05/26/2026","28","INVALID CERTIFICATION","06/24/2026","Original","Open","N","40.756768","-73.926279","1","26","57","4009584","4006380019","Astoria (Central)"
"18563556","415715","400677","4","QUEENS","35-55","35-55","35-55","29 STREET","7740","11106",,"6","341","1","C","01/07/2026","01/08/2026","01/28/2026","01/23/2026",,,"01/28/2026","530","10226934","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH AT COMPACTOR CLOSET, 6th STORY","01/09/2026","28","INVALID CERTIFICATION","01/28/2026","Original","Open","N","40.758049","-73.930761","1","22","53","4004105","4003410001","Astoria (Central)"
"12750339","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106","3","3","324","19","B","11/09/2018","11/13/2018","01/01/2019","12/18/2018",,,,"550","6309699","§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... APPROX 5 SQUARE FEET AT NORTH AND EAST WALLS IN THE BATHROOM LOCATED AT APT 3, 3rd STORY, APARTMENT AT NORTH","11/13/2018","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"12750351","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106","3","3","324","19","B","11/09/2018","11/13/2018","01/01/2019","12/18/2018",,,,"508","6309698","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN CLOSET IN THE KITCHEN LOCATED AT APT 3, 3rd STORY, APARTMENT AT NORTH","11/13/2018","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"18539243","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"502","10217230","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR TILES IN THE KITCHEN LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539244","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"583","10217230","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE BATHROOM LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539245","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"508","10217230","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE BATHROOM LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539246","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","B","12/30/2025","12/31/2025","02/20/2026","02/06/2026",,,,"506","10217232","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING BASE CABINETS DOORS AT NORTH AND EAST WALL IN THE KITCHEN LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539248","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","B","12/30/2025","12/31/2025","02/20/2026","02/06/2026",,,,"506","10217232","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING KNOB AT ENTRANCE DOOR IN THE 2nd ROOM FROM NORTH LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539249","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"502","10217230","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD DOOR FRAME AT EAST WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539250","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"529","10217230","§ 27-2005 HMC: REFIT CLOSET DOOR AT NORTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539251","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","A","12/30/2025","12/31/2025","04/21/2026","04/07/2026",,,,"556","10217230","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539253","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","B","12/30/2025","12/31/2025","02/20/2026","02/06/2026",,,,"1503","10217232","§ 27-2045(B)(1)(B) HMC, § 12-06, § 12-07, § 12-09 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18539254","953909","432799","4","QUEENS","11-08","11-08","11-08","31 DRIVE","66390","11106","412","4","502","7","B","12/30/2025","12/31/2025","02/20/2026","02/06/2026",,,,"702","10217232","§ 27-2045(B)(1)(A) HMC, § 12-01, § 12-03 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 412, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.768463","-73.935497","1","22","81","4618917","4005020007","Old Astoria-Hallets Point"
"18540633","400500","412357","4","QUEENS","33-15","33-15","33-15","9 STREET","5540","11106","BR","0","320","20","C","12/30/2025","12/31/2025","01/15/2026","01/08/2026",,,,"688","10216743","§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES ELECTRICAL OUTLETS AT ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT BSMT-APT BR, 1st BSMT-APT FROM EAST AT SOUTH","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.766376","-73.938691","1","22","39","4003792","4003200020","Queensbridge-Ravenswood-Dutch Kills"
"18540635","400500","412357","4","QUEENS","33-15","33-15","33-15","9 STREET","5540","11106","BR","0","320","20","C","12/30/2025","12/31/2025","01/15/2026","01/08/2026",,,,"689","10216743","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXTENSION CORD RUNNING FROM ELECTRICAL OUTLET AT SOUTH WALL AT BASEMENT TO ELECTRICAL OUTLET AT WEST WALL IN THE 3rd ROOM FROM EAST LOCATED AT BSMT-APT BR, 1st BSMT-APT FROM EAST AT SOUTH","01/02/2026","2","NOV SENT OUT","01/02/2026","Original","Open","N","40.766376","-73.938691","1","22","39","4003792","4003200020","Queensbridge-Ravenswood-Dutch Kills"
"18901120","812097","424393","4","QUEENS","35-26","35-26","35-26","33 STREET","83900","11106",,,"605","35","A","05/07/2026","05/07/2026","08/24/2026","08/10/2026",,,,"1507","10468345","(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.","05/07/2026","2","NOV SENT OUT","05/07/2026","Original","Open","N","40.756867","-73.927333","1","22","57","4008065","4006050035","Astoria (Central)"
"18901121","812304","425146","4","QUEENS","33-28","33-28","33-28","29 STREET","77400","11106",,,"582","12","A","05/07/2026","05/07/2026","08/24/2026","08/10/2026",,,,"1507","10468425","(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.","05/07/2026","2","NOV SENT OUT","05/07/2026","Original","Open","N","40.761517","-73.927978","1","22","53","4446956","4005820012","Astoria (Central)"
"18901131","830264","426142","4","QUEENS","32-09","32-09","32-09","23 STREET","7040","11106",,,"566","25","A","05/07/2026","05/07/2026","08/24/2026","08/10/2026",,,,"1507","10469385","(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.","05/07/2026","2","NOV SENT OUT","05/07/2026","Original","Open","N","40.764359","-73.930458","1","22","53","4538630","4005660025","Astoria (Central)"
"13913810","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106","2FL","2","324","19","A","11/25/2020","11/26/2020","03/16/2021","03/02/2021",,,,"556","7017852","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM , THE 1st ROOM FROM EAST AT SOUTH, THE KITCHEN , THE 3rd ROOM FROM EAST LOCATED AT APT 2FL, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","11/27/2020","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"14226213","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106",,,"324","19","A","04/13/2021","04/13/2021","07/31/2021","07/17/2021",,,,"1507","7248265","(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.","04/13/2021","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"14226214","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106",,,"324","19","I","04/13/2021","04/13/2021",,,,,,"780",,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,"22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026",,"Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"18598807","662512","413280","4","QUEENS","217-88","217-88","217-88","HEMPSTEAD AVENUE","49190","11429","2F","2","11106","33","C","01/27/2026","01/27/2026","02/16/2026","02/11/2026",,,,"530","10253437","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","01/28/2026","2","NOV SENT OUT","01/28/2026","Original","Open","N","40.714107","-73.738556","13","27","540","4239321","4111060033","Queens Village"
"18598809","662512","413280","4","QUEENS","217-88","217-88","217-88","HEMPSTEAD AVENUE","49190","11429",,"1","11106","33","C","01/27/2026","01/27/2026","02/16/2026","02/11/2026",,,,"530","10253438","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AND DOOR AT VESTIBULE AT PUBLIC HALL, 1st STORY","01/28/2026","2","NOV SENT OUT","01/28/2026","Original","Open","N","40.714107","-73.738556","13","27","540","4239321","4111060033","Queens Village"
"151709","422944","414179","4","QUEENS","31-10","31-10","31-10","35 STREET","8640","11106",,"0","624","145","B","08/10/1987","08/10/1987","10/01/2008","09/17/2008",,,,"683","3419481","§ 27-2039 ADM CODE PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION 60 WATTS INCANDESCENT OR EQUIVALENT MINIMUM REQUIRED ALL STYS PUB HALL.","08/13/2008","2","NOV SENT OUT","08/13/2008","Reissued","Open","N","40.762308","-73.920717","1","22","61","4009002","4006240145","Astoria (Central)"
"19025108","420591","405782","4","QUEENS","31-50","31-50","31-50","33 STREET","8390","11106",,"1","614","61","C","06/18/2026","06/22/2026","07/24/2026","07/19/2026",,,"07/17/2026","530","10547120","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT BULIDNG ENTRANCE , 1st STORY","06/23/2026","11","VIOLATION WILL BE REINSPECTED","07/23/2026","Original","Open","N","40.762387","-73.922858","1","22","61","4008449","4006140061","Astoria (Central)"
"17159033","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106","3","3","324","19","C","07/31/2024","08/01/2024","09/02/2024","08/28/2024",,,,"569","9272657","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST","08/02/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"17168520","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106",,"4","324","19","C","08/05/2024","08/06/2024","08/26/2024","08/21/2024",,,,"530","9278741","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH AND HINGES AT BULKHEAD STAIR DOOR LEADING TO ROOF AT 1st PUBLIC HALL BULKHEAD FROM NORTH, 4th STORY","08/07/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"17168522","400524","413088","4","QUEENS","34-19","34-19","34-19","9 STREET","5540","11106",,"4","324","19","B","08/05/2024","08/07/2024","09/26/2024","09/12/2024",,,,"506","9280691","§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING WIRE SCREEN UNDER SKYLIGHT AT 1st PUBLIC HALL BULKHEAD FROM NORTH, 4th STORY","08/08/2024","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","03/10/2026","Original","Open","N","40.764466","-73.939873","1","22","39","4003853","4003240019","Queensbridge-Ravenswood-Dutch Kills"
"130409","411653","405018","4","QUEENS","34-15","34-15","34-15","CRESCENT STREET","7300","11106",,"0","583","22","A","08/13/1999","08/13/1999","07/05/2026","06/21/2026",,,"06/26/2026","561","10330111","§ 27-2014 ADM CODE AND DEPT. RULES AND REGULATIONS. SCRAPE AND REMOVE RUST SCALES AND PAINT WITH 2 COATS OF PAINT ALL STY ALL FIRE ESCAPE.","03/18/2026","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","07/15/2026","Reissued","Open","N","40.760846","-73.930888","1","22","47","4007270","4005830022","Queensbridge-Ravenswood-Dutch Kills"
"18617917","414650","403704","4","QUEENS","34-30","34-30","34-30","28 STREET","7640","11106",,,"583","40","I","02/02/2026","02/02/2026",,,,,,"729",,"§27-2153 ADM CODE THE PREMISES HAS BEEN SELECTED TO PARTICIPATE IN THE ALTERNATIVE ENFORCEMENT PROGRAM WHICH MAY RESULT IN BUILDING-WIDE INSPECTIONS, FEES, AND EXTENSIVE REPAIR WORK TO CORRECT VIOLATIONS AND UNDERLYING CONDITIONS. CHARGES FOR REPAIR WORK DONE PURSUANT TO THIS ORDER, IF NOT PAID, WILL BECOME LIENS ON THE PROPERTY",,"27","INFO NOV SENT OUT","02/03/2026",,"Open","N","40.760239","-73.930116","1","22","47","4007278","4005830040","Queensbridge-Ravenswood-Dutch Kills"
"13081007","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","1K","1","606","29","B","05/20/2019","05/22/2019","07/11/2019","06/27/2019",,,,"508","6490266","§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND EAST WALL IN THE FOYER LOCATED AT APT 1K, 1st STORY, 1st APARTMENT FROM WEST AT NORTH","05/23/2019","22","FIRST NO ACCESS TO RE- INSPECT VIOLATION","01/31/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"18604134","420636","408987","4","QUEENS","32-42","32-42","32-42","33 STREET","8390","11106","B6","2","612","53","B","09/26/2025","01/27/2026","03/17/2026","03/03/2026",,,,"550","10252095","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10SQ FEET AT CEILING IN THE BATHROOM LOCATED AT APT B6, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 18256393 ISSUED 26-SEP-25 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE 27-2017.3a(3)(a) or (b).","01/27/2026","20","DEFECT LETTER ISSUED","03/12/2026","Original","Open","N","40.760823","-73.924127","1","22","59","4008345","4006120053","Astoria (Central)"
"16343593","417726","400648","4","QUEENS","23-57","23-57","23-57","31 DRIVE","8040","11106","5CD","5","568","1","B","10/28/2023","10/28/2023","12/18/2023","12/04/2023",,,,"583","8707553","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 5CD, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH","10/30/2023","21","NOT COMPLIED WITH","04/28/2026","Original","Open","N","40.765171","-73.929266","1","22","75","4006610","4005680001","Astoria (Central)"
"18752035","400505","0","4","QUEENS","33-34","33-34","33-34","9 STREET","5540","11106","2NDFLO","2","321","31","A","04/01/2026","04/01/2026","07/20/2026","07/06/2026",,,,"883","10353195","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE SOUTH WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 2NDFLO, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","04/02/2026","2","NOV SENT OUT","04/02/2026","Original","Open","N","40.766162","-73.938846","1","22","39","4003813","4003210031","Queensbridge-Ravenswood-Dutch Kills"
"17023697","421852","408990","4","QUEENS","35-16","35-16","35-16","34 STREET","8540","11106","1E","1","606","29","C","05/31/2024","06/01/2024","07/02/2024","06/27/2024",,,"04/02/2026","622","9186371","§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE TESTED LEAD-BASED PAINT FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES FOR APARTMENT AND MAKE FLOORS SMOOTH AND CLEANABLE, POSITIVE LEAD-BASED PAINT IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION ''WEST''","06/03/2024","49","LEAD DOCS SUBMITTED, ACCEPTABLE","04/27/2026","Original","Open","N","40.756600","-73.926442","1","26","57","4008101","4006060029","Astoria (Central)"
"18616961","422944","414179","4","QUEENS","31-10","31-10","31-10","35 STREET","8640","11106",,"0","624","145","C","01/30/2026","02/16/2026","03/02/2026","02/23/2026",,,,"504","10285303","§ 27-2005 ADM CODE PROVIDE HANDSET AT THE EXTERIOR OF BULKHEAD DOOR TO ALLOW UNOBSTRUCTED RE-ENTRY FROM THE ROOF TO THE PUBLIC HALL STAIRS.","02/17/2026","2","NOV SENT OUT","02/17/2026","Original","Open","N","40.762308","-73.920717","1","22","61","4009002","4006240145","Astoria (Central)"
"16296179","420591","405782","4","QUEENS","31-50","31-50","31-50","33 STREET","8390","11106",,"4","614","61","A","10/09/2023","10/09/2023","01/27/2024","01/13/2024",,,,"556","8676554","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL, 4th STORY","10/10/2023","21","NOT COMPLIED WITH","06/22/2026","Original","Open","N","40.762387","-73.922858","1","22","61","4008449","4006140061","Astoria (Central)"
"19045835","423359","400402","4","QUEENS","28-20","28-20","28-20","36 AVENUE","8690","11106","5L","5","343","24","A","07/01/2026","07/02/2026","10/19/2026","10/05/2026",,,,"556","10561711","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 5L, 5th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''G-M'', AT NORTH","07/02/2026","2","NOV SENT OUT","07/02/2026","Original","Open","N","40.757592","-73.931923","1","26","51","4004162","4003430024","Queensbridge-Ravenswood-Dutch Kills"
"18633671","420643","410684","4","QUEENS","32-61","32-61","32-61","33 STREET","8390","11106","2F","2","621","13","A","02/10/2026","02/10/2026","05/31/2026","05/17/2026",,,,"502","10277292","§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC WALL TILES AT EAST WALL IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","02/11/2026","2","NOV SENT OUT","02/11/2026","Original","Open","N","40.760787","-73.924130","1","22","59","4008746","4006210013","Astoria (Central)"
"18633677","420643","410684","4","QUEENS","32-61","32-61","32-61","33 STREET","8390","11106","2F","2","621","13","A","02/10/2026","02/10/2026","05/31/2026","05/17/2026",,,,"556","10277293","§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","02/11/2026","2","NOV SENT OUT","02/11/2026","Original","Open","N","40.760787","-73.924130","1","22","59","4008746","4006210013","Astoria (Central)"
"18633678","420643","410684","4","QUEENS","32-61","32-61","32-61","33 STREET","8390","11106","2F","2","621","13","B","02/10/2026","02/10/2026","04/01/2026","03/18/2026",,,,"1503","10277294","§ 27-2045(B)(1)(B) HMC, § 12-06, § 12-07, § 12-09 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH","02/11/2026","2","NOV SENT OUT","02/11/2026","Original","Open","N","40.760787","-73.924130","1","22","59","4008746","4006210013","Astoria (Central)"
